   0.224159E+03,      0.542E-02                              
   0.224298E+03,      0.585E-02                              
   0.224437E+03,      0.713E-02                              
   0.224577E+03,      0.996E-02                              
   0.224716E+03,      0.165E-01                              
   0.224856E+03,      0.227E-01                              
   0.224995E+03,      0.292E-01                              
   0.225135E+03,      0.368E-01                              
   0.225274E+03,      0.525E-01                              
   0.225414E+03,      0.686E-01                              
   0.225553E+03,      0.884E-01                              
   0.225693E+03,      0.108E+00                              
   0.225832E+03,      0.143E+00                              
   0.225972E+03,      0.174E+00                              
   0.226111E+03,      0.223E+00                              
   0.226251E+03,      0.262E+00                              
   0.226390E+03,      0.321E+00                              
   0.226530E+03,      0.409E+00                              
   0.226669E+03,      0.491E+00                              
   0.226808E+03,      0.547E+00                              
   0.226948E+03,      0.638E+00                              
   0.227087E+03,      0.712E+00                              
   0.227227E+03,      0.791E+00                              
   0.227366E+03,      0.850E+00                              
   0.227506E+03,      0.892E+00                              
   0.227645E+03,      0.920E+00                              
   0.227785E+03,      0.926E+00                              
   0.227924E+03,      0.915E+00                              
   0.228064E+03,      0.890E+00                              
   0.228203E+03,      0.847E+00                              
   0.228343E+03,      0.794E+00                              
   0.228482E+03,      0.729E+00                              
   0.228622E+03,      0.650E+00                              
   0.228761E+03,      0.578E+00                              
   0.228901E+03,      0.491E+00                              
   0.229040E+03,      0.425E+00                              
   0.229180E+03,      0.362E+00                              
   0.229319E+03,      0.301E+00                              
   0.229458E+03,      0.244E+00                              
   0.229598E+03,      0.204E+00                              
   0.229737E+03,      0.159E+00                              
   0.229877E+03,      0.121E+00                              
   0.230016E+03,      0.919E-01                              
   0.230156E+03,      0.720E-01                              
   0.230295E+03,      0.530E-01                              
   0.230435E+03,      0.384E-01                              
   0.230574E+03,      0.208E-01                              
   0.230714E+03,      0.154E-01                              
   0.230853E+03,      0.746E-02                              
   0.230993E+03,     -0.361E-02                              
