   0.225501E+03,     -0.373E-02                              
   0.225614E+03,      0.448E-02                              
   0.225727E+03,      0.723E-02                              
   0.225841E+03,      0.131E-01                              
   0.225954E+03,      0.218E-01                              
   0.226067E+03,      0.257E-01                              
   0.226180E+03,      0.394E-01                              
   0.226293E+03,      0.464E-01                              
   0.226406E+03,      0.597E-01                              
   0.226519E+03,      0.714E-01                              
   0.226632E+03,      0.966E-01                              
   0.226745E+03,      0.124E+00                              
   0.226859E+03,      0.147E+00                              
   0.226972E+03,      0.170E+00                              
   0.227085E+03,      0.188E+00                              
   0.227198E+03,      0.221E+00                              
   0.227311E+03,      0.243E+00                              
   0.227424E+03,      0.262E+00                              
   0.227537E+03,      0.276E+00                              
   0.227650E+03,      0.292E+00                              
   0.227763E+03,      0.302E+00                              
   0.227877E+03,      0.307E+00                              
   0.227990E+03,      0.307E+00                              
   0.228103E+03,      0.302E+00                              
   0.228216E+03,      0.295E+00                              
   0.228329E+03,      0.282E+00                              
   0.228442E+03,      0.273E+00                              
   0.228555E+03,      0.251E+00                              
   0.228668E+03,      0.236E+00                              
   0.228781E+03,      0.216E+00                              
   0.228895E+03,      0.198E+00                              
   0.229008E+03,      0.174E+00                              
   0.229121E+03,      0.147E+00                              
   0.229234E+03,      0.127E+00                              
   0.229347E+03,      0.109E+00                              
   0.229460E+03,      0.939E-01                              
   0.229573E+03,      0.749E-01                              
   0.229686E+03,      0.603E-01                              
   0.229799E+03,      0.509E-01                              
   0.229913E+03,      0.399E-01                              
   0.230026E+03,      0.299E-01                              
   0.230139E+03,      0.246E-01                              
   0.230252E+03,      0.181E-01                              
   0.230365E+03,      0.100E-01                              
   0.230478E+03,      0.554E-02                              
   0.230591E+03,      0.600E-02                              
   0.230704E+03,      0.172E-02                              
   0.230818E+03,      0.113E-02                              
   0.230931E+03,      0.131E-02                              
   0.231044E+03,      0.129E-02                          
