0,279.837,242.822,0.714695
0.025025,279.142,242.91,0.716107
0.05005,278.83,242.825,0.716487
0.075075,278.957,241.882,0.714335
0.1001,279.894,240.585,0.710016
0.125125,280.965,238.369,0.70356
0.15015,283.682,235.087,0.691997
0.175175,286.669,230.828,0.677909
0.2002,290.601,225.651,0.660244
0.225225,295.863,219.123,0.637473
0.25025,302.32,210.59,0.608427
0.275275,309.818,199.567,0.572246
0.3003,318.799,185.159,0.526184
0.325325,328.809,167.447,0.471022
0.35035,338.056,147.341,0.411023
0.375375,347.264,124.512,0.344271
0.4004,355.149,99.3243,0.272702
0.425425,361.93,69.904,0.190792
0.45045,366.936,39.794,0.108027
0.475475,368.941,9.00385,0.0243997
0.5005,368.717,-21.4055,-0.0579889
0.525525,368.416,-51.7316,-0.139504
0.55055,361.916,-84.2429,-0.228697
0.575575,354.337,-112.25,-0.306789
0.6006,347.909,-137.461,-0.376281
0.625625,337.903,-159.908,-0.44201
0.65065,327.17,-180.284,-0.503643
0.675675,317.545,-197.52,-0.556453
0.7007,307.971,-209.714,-0.597829
0.725725,298.409,-220.648,-0.636693
0.75075,290.457,-228.132,-0.665791
0.775775,285.366,-233.124,-0.684979
0.8008,281.099,-235.557,-0.697479
0.825825,278.27,-235.529,-0.702404
0.85085,279.012,-232,-0.693658
0.875875,282.262,-225.313,-0.673667
0.9009,286.575,-218.283,-0.650943
0.925925,292.685,-208.441,-0.618847
0.95095,300.078,-195.4,-0.577194
0.975975,309.108,-180.648,-0.528882
1.001,318.401,-164.505,-0.476887
1.02602,328.742,-145.783,-0.417399
1.05105,338.866,-125.497,-0.354682
1.07607,348.884,-102.866,-0.286719
1.1011,358.336,-78.5942,-0.215911
1.12613,365.618,-54.0074,-0.146655
1.15115,371.438,-28.6718,-0.0770385
1.17617,373.697,-2.96668,-0.00793854
1.2012,373.498,21.8718,0.0584926
1.22622,369.122,46.4976,0.125308
1.25125,363.672,68.9247,0.187303
1.27628,355.677,88.8561,0.244812
1.3013,345.705,106.502,0.298844
1.32632,335.546,124.348,0.354895
1.35135,325.598,137.997,0.400876
1.37637,315.949,150.067,0.443425
1.4014,305.894,159.623,0.480955
1.42643,298.809,165.647,0.506184
1.45145,292.117,171.271,0.530292
1.47647,287.496,175.329,0.547632
1.5015,285.181,177.316,0.556271
1.52652,284.773,177.465,0.557291
1.55155,286.129,176.339,0.552311
1.57658,289.567,173.234,0.539134
1.6016,295.004,168.067,0.51785
1.62662,301.98,161.133,0.490157
1.65165,310.533,152.13,0.455534
1.67667,320.326,140.9,0.414394
1.7017,330.576,127.692,0.368615
1.72673,341.16,111.763,0.316577
1.75175,350.437,94.6375,0.263765
1.77677,360.011,75.0058,0.205404
1.8018,367.033,52.4105,0.141836
1.82682,371.794,27.8165,0.0746778
1.85185,373.848,4.50987,0.0120628
1.87688,371.928,-19.3319,-0.0519309
1.9019,368.87,-44.566,-0.120235
1.92692,360.991,-68.3654,-0.187166
1.95195,353.446,-90.9983,-0.251987
1.97697,343.969,-112.656,-0.316507
2.002,334.952,-132.41,-0.376457
2.02703,325.439,-151.17,-0.434858
2.05205,316.548,-167.158,-0.485847
2.07707,307.077,-181.552,-0.533943
2.1021,298.829,-195.169,-0.578559
2.12712,292.465,-206.075,-0.613818
2.15215,287.776,-214.734,-0.641054
2.17718,285.175,-221.313,-0.659972
2.2022,284.403,-225.472,-0.67033
2.22722,285.481,-227.532,-0.672915
2.25225,288.253,-226.942,-0.66695
2.27727,293.247,-223.776,-0.651832
2.3023,299.9,-217.765,-0.628045
2.32733,307.781,-208.891,-0.596287
2.35235,316.478,-196.983,-0.556744
2.37737,326.546,-182.06,-0.508608
2.4024,335.646,-162.991,-0.452063
2.42742,346.083,-143.935,-0.394134
2.45245,354.169,-119.159,-0.324551
2.47748,361.346,-91.721,-0.248582
2.5025,365.783,-65.4359,-0.17702
2.52752,369.42,-35.1631,-0.0948988
2.55255,369.862,-6.26113,-0.0169267
2.57757,368.757,23.7805,0.0643992
2.6026,364.281,53.5749,0.146024
2.62763,358.542,81.0429,0.222299
2.65265,350.424,105.238,0.291747
2.67767,343.924,129.163,0.35926
2.7027,335.982,149.173,0.417846
2.72772,326.548,166.839,0.472344
2.75275,318.92,181.06,0.516352
2.77778,311.809,193.26,0.554854
2.8028,306.156,202.16,0.583594
2.82782,301.681,208.729,0.605261
2.85285,299.543,212.073,0.61607
2.87787,299.437,212.322,0.616789
2.9029,300.599,210.258,0.610366
2.92793,304.321,205.13,0.593103
2.95295,309.349,197.075,0.567227
2.97797,316.012,185.852,0.531636
3.003,323.39,171.961,0.48872
3.02802,331.684,154.592,0.436146
3.05305,340.304,135.898,0.379939
3.07808,348.917,112.825,0.312746
3.1031,356.434,86.2265,0.237354
3.12812,361.477,59.8294,0.164027
3.15315,365.606,30.4354,0.083055
3.17817,367.801,2.12147,0.00576793
3.2032,369.332,-26.3241,-0.0711546
3.22823,366.244,-54.6457,-0.148113
3.25325,363.442,-82.4088,-0.222975
3.27827,357.581,-107.334,-0.291611
3.3033,349.199,-131.674,-0.360587
3.32832,340.76,-152.01,-0.419598
3.35335,332.712,-169.431,-0.471014
3.37838,322.438,-184.455,-0.519625
3.4034,314.265,-196.536,-0.558874
3.42842,306.526,-205.748,-0.591152
3.45345,299.913,-212.295,-0.615977
