0,0.102217,0.0140751
0.025025,0.102209,0.0142138
0.05005,0.102191,0.014587
0.075075,0.102203,0.0147242
0.1001,0.102215,0.0149654
0.125125,0.102188,0.0150242
0.15015,0.102186,0.0151392
0.175175,0.102195,0.015238
0.2002,0.102192,0.0153219
0.225225,0.102198,0.0153271
0.25025,0.102199,0.0153367
0.275275,0.102193,0.0153333
0.3003,0.102196,0.0153162
0.325325,0.102194,0.0153015
0.35035,0.102191,0.0152625
0.375375,0.102208,0.0152485
0.4004,0.102206,0.0152007
0.425425,0.102197,0.0151464
0.45045,0.102205,0.0151883
0.475475,0.102202,0.0151821
0.5005,0.102202,0.0151671
0.525525,0.102192,0.015192
0.55055,0.102184,0.015187
0.575575,0.102196,0.0152273
0.6006,0.10219,0.015241
0.625625,0.102188,0.0152686
0.65065,0.102187,0.0152747
0.675675,0.102192,0.0152753
0.7007,0.102196,0.0152578
0.725725,0.102197,0.0152597
0.75075,0.102179,0.0152085
0.775775,0.102184,0.0150995
0.8008,0.102203,0.0147328
0.825825,0.102213,0.0146759
0.85085,0.102212,0.0145924
0.875875,0.102212,0.0143697
0.9009,0.10223,0.0140286
0.925925,0.102228,0.0139685
0.95095,0.102257,0.0134265
0.975975,0.102255,0.013375
1.001,0.102254,0.0130093
1.02602,0.102281,0.012758
1.05105,0.102281,0.0126233
1.07607,0.10231,0.0124092
1.1011,0.102289,0.0121226
1.12613,0.102296,0.0120768
1.15115,0.102286,0.0120421
1.17617,0.102289,0.0120527
1.2012,0.102281,0.0120844
1.22622,0.10228,0.0121002
1.25125,0.102281,0.0121264
1.27628,0.102279,0.0121855
1.3013,0.102267,0.0126303
1.32632,0.102251,0.01275
1.35135,0.102226,0.0132637
1.37637,0.10222,0.0134316
1.4014,0.1022,0.0140078
1.42643,0.102172,0.0142098
1.45145,0.102197,0.0146816
1.47647,0.102163,0.0150469
1.5015,0.102146,0.0154283
1.52652,0.102143,0.0158427
1.55155,0.102041,0.0163713
1.57658,0.102076,0.0165841
1.6016,0.102041,0.0169684
1.62662,0.10207,0.0171815
1.65165,0.102047,0.0172675
1.67667,0.102045,0.017307
1.7017,0.10208,0.0173449
1.72673,0.102093,0.017305
1.75175,0.102117,0.0172613
1.77677,0.102127,0.0172299
1.8018,0.102104,0.0171176
1.82682,0.102151,0.0167799
1.85185,0.102141,0.0164587
1.87688,0.102165,0.0161986
1.9019,0.102159,0.0158701
1.92692,0.102215,0.0153029
1.95195,0.1022,0.0150495
1.97697,0.102251,0.0147036
2.002,0.10226,0.0141926
2.02703,0.102246,0.013939
2.05205,0.102272,0.013391
2.07707,0.102282,0.0131978
2.1021,0.102275,0.0127696
2.12712,0.102293,0.012604
2.15215,0.102325,0.0122614
2.17718,0.102314,0.0120896
2.2022,0.102303,0.0120061
2.22722,0.10231,0.0120058
2.25225,0.102294,0.0120095
2.27727,0.102299,0.0120233
2.3023,0.10228,0.0120703
2.32733,0.102277,0.012109
2.35235,0.102279,0.01215
2.37737,0.102271,0.0121967
2.4024,0.102298,0.012526
2.42742,0.102273,0.0127166
2.45245,0.102234,0.0129618
2.47748,0.102226,0.0132212
2.5025,0.102237,0.013431
2.52752,0.102214,0.0136144
2.55255,0.102199,0.0139656
2.57757,0.102207,0.0140329
2.6026,0.102171,0.0144061
2.62763,0.102194,0.0145921
2.65265,0.102191,0.0147149
2.67767,0.102177,0.0147611
2.7027,0.102181,0.0151121
2.72772,0.102168,0.0152345
2.75275,0.102165,0.0153149
2.77778,0.102182,0.0153269
2.8028,0.102183,0.0153363
2.82782,0.10219,0.0153434
2.85285,0.102181,0.015392
2.87787,0.102191,0.0154043
2.9029,0.102191,0.0156674
2.92793,0.102202,0.0158087
2.95295,0.102181,0.0159224
2.97797,0.102179,0.0159356
3.003,0.102169,0.015645
3.02802,0.102182,0.0153268
3.05305,0.102197,0.0153167
3.07808,0.10219,0.0155366
3.1031,0.10209,0.0160682
3.12812,0.102096,0.0167334
3.15315,0.102025,0.0171719
3.17817,0.102086,0.01734
3.2032,0.102055,0.0176651
3.22823,0.102093,0.0173197
3.25325,0.102132,0.0167522
3.27827,0.102174,0.0159203
3.3033,0.102349,0.0147533
3.32832,0.102502,0.0132788
3.35335,0.102611,0.0113081
3.37838,0.102905,0.0093221
3.4034,0.103118,0.00721692
3.42842,0.103197,0.00505226
3.45345,0.103037,0.003034
3.47847,0.103055,0.00097189
3.5035,0.103019,-0.000855251
3.52853,0.103026,-0.00267087
3.55355,0.10295,-0.00403923
3.57857,0.10295,-0.00518549
3.6036,0.102904,-0.0064375
3.62862,0.102917,-0.0074219
3.65365,0.102862,-0.00838869
3.67868,0.102908,-0.00898737
3.7037,0.102902,-0.00956405
3.72872,0.102908,-0.0102827
3.75375,0.102927,-0.0106931
3.77877,0.102966,-0.0110501
3.8038,0.102979,-0.0115763
3.82883,0.102972,-0.0120225
3.85385,0.102906,-0.0125476
3.87887,0.102897,-0.0131204
3.9039,0.102947,-0.013545
3.92893,0.102962,-0.0136739
3.95395,0.102963,-0.0140948
3.97898,0.102969,-0.0142306
4.004,0.102896,-0.0144027
4.02902,0.102957,-0.0143735
4.05405,0.10296,-0.0144336
4.07907,0.103,-0.0145213
4.1041,0.10303,-0.0148006
4.12913,0.103059,-0.0148328
4.15415,0.103045,-0.0149375
4.17917,0.103048,-0.0149907
4.2042,0.103053,-0.0150565
4.22922,0.103072,-0.0149925
4.25425,0.103071,-0.0150252
4.27928,0.103082,-0.0149507
4.3043,0.103079,-0.0149742
4.32932,0.103085,-0.0149462
4.35435,0.103126,-0.0152297
4.37937,0.103123,-0.0153922
4.4044,0.103129,-0.0154203
4.42943,0.103132,-0.0154181
4.45445,0.103115,-0.0148756
4.47947,0.103147,-0.0139645
4.5045,0.103629,-0.0121889
4.52952,0.103704,-0.00956907
4.55455,0.103804,-0.00586653
4.57958,0.104026,-0.00199587
4.6046,0.104106,0.00299381
4.62962,0.10397,0.00811278
4.65465,0.103399,0.0138057
4.67967,0.102769,0.0192194
4.7047,0.101507,0.0248883
4.72973,0.100621,0.0294496
4.75475,0.0994035,0.0338908
4.77977,0.0980875,0.0376933
4.8048,0.0967585,0.0406913
4.82982,0.0960176,0.0426612
4.85485,0.0954164,0.0439143
