0,122.503,108.958,0.726947
0.025025,122.679,108.87,0.72583
0.05005,123.158,108.349,0.721514
0.075075,123.83,107.401,0.714466
0.1001,124.609,106.362,0.706563
0.125125,125.561,105.023,0.696561
0.15015,126.773,103.745,0.685831
0.175175,128.226,101.848,0.671248
0.2002,129.755,99.7456,0.655375
0.225225,131.682,96.9151,0.634469
0.25025,134.189,93.5291,0.608705
0.275275,137.26,88.9668,0.575082
0.3003,140.534,83.3712,0.535439
0.325325,144.406,76.5286,0.487322
0.35035,148.143,68.3328,0.43218
0.375375,151.723,59.441,0.373394
0.4004,154.891,49.5112,0.309388
0.425425,157.783,38.852,0.241433
0.45045,159.88,27.8814,0.172654
0.475475,161.457,16.7262,0.103227
0.5005,161.801,6.26835,0.0387217
0.525525,161.788,-4.8123,-0.0297359
0.55055,161.37,-13.5509,-0.0837777
0.575575,160.439,-22.3121,-0.138183
0.6006,159.187,-30.2771,-0.187953
0.625625,157.912,-37.0712,-0.230582
0.65065,156.361,-42.6007,-0.265995
0.675675,155.156,-47.1828,-0.295214
0.7007,154.02,-50.5811,-0.31731
0.725725,153.207,-52.641,-0.330956
0.75075,153.091,-53.8584,-0.338281
0.775775,153.039,-54.1762,-0.340236
0.8008,153.175,-52.9232,-0.332668
0.825825,153.976,-51.0946,-0.320402
0.85085,154.976,-48.0158,-0.300448
0.875875,156.061,-43.4779,-0.271706
0.9009,157.247,-38.2241,-0.238459
0.925925,158.446,-32.3554,-0.201434
0.95095,159.695,-25.528,-0.158514
0.975975,160.419,-18.4981,-0.114804
1.001,161.19,-11.2782,-0.0698547
1.02602,164.982,-2.63529,-0.0159718
1.05105,161.815,3.358,0.020749
1.07607,161.587,9.84785,0.0608694
1.1011,161.323,15.7714,0.0974536
1.12613,160.621,21.288,0.131768
1.15115,160.246,25.7908,0.159577
1.17617,159.554,29.695,0.184008
1.2012,159.011,33.1457,0.205506
1.22622,158.563,35.8315,0.222243
1.25125,157.928,38.6834,0.240215
1.27628,157.183,41.302,0.256956
1.3013,156.636,43.7697,0.272484
1.32632,155.831,46.5148,0.290075
1.35135,155.043,49.3322,0.308054
1.37637,154.384,51.6986,0.323134
1.4014,153.74,53.9662,0.337585
1.42643,152.969,55.9325,0.350544
1.45145,152.318,57.6934,0.362072
1.47647,151.773,58.7675,0.369429
1.5015,151.649,59.2562,0.372504
1.52652,151.761,59.3984,0.373066
1.55155,151.975,58.6766,0.36846
1.57658,152.575,57.3641,0.359623
1.6016,152.967,55.7408,0.349445
1.62662,153.829,53.5791,0.335163
1.65165,154.66,50.7319,0.316964
1.67667,155.606,47.8808,0.298511
1.7017,156.315,45.2183,0.28159
1.72673,157.017,42.4391,0.263976
1.75175,157.692,39.6135,0.246116
1.77677,158.133,37.1856,0.230958
1.8018,158.756,34.6276,0.214754
1.82682,159.145,32.3951,0.200814
1.85185,159.651,29.6084,0.183373
1.87688,160.272,26.5531,0.164184
1.9019,160.615,22.8815,0.14151
1.92692,161.103,18.861,0.116544
1.95195,161.266,14.089,0.0871438
1.97697,161.729,8.50729,0.0525538
2.002,161.763,2.49336,0.0154124
2.02703,161.796,-4.20167,-0.025963
2.05205,161.566,-11.0795,-0.0684684
2.07707,160.566,-17.6535,-0.109506
2.1021,159.626,-24.15,-0.150152
2.12712,158.721,-30.345,-0.188906
2.15215,157.47,-35.5918,-0.222289
2.17718,156.578,-40.4747,-0.252958
2.2022,155.927,-44.1807,-0.276106
2.22722,155.126,-47.0742,-0.294627
2.25225,154.475,-49.1053,-0.307784
2.27727,154.28,-49.9089,-0.312869
2.3023,154.103,-49.8602,-0.31292
2.32733,154.661,-48.4689,-0.303694
2.35235,155.356,-46.0278,-0.288033
2.37737,156.153,-42.8507,-0.267823
2.4024,157.312,-38.3443,-0.239086
2.42742,158.262,-32.7286,-0.203926
2.45245,159.581,-26.1576,-0.162469
2.47748,160.401,-18.6608,-0.115818
2.5025,161.42,-10.3539,-0.0640545
2.52752,161.717,-1.07542,-0.0066499
2.55255,161.701,8.72743,0.0539204
2.57757,160.744,19.2518,0.119199
2.6026,159.538,29.6473,0.183736
2.62763,157.21,40.2605,0.250706
2.65265,154.7,50.1715,0.313613
2.67767,151.753,59.686,0.374726
2.7027,148.378,68.2693,0.431224
2.72772,144.749,75.7722,0.48225
2.75275,141.405,82.3312,0.527255
2.77778,138.344,87.6722,0.564848
2.8028,135.689,91.6651,0.594129
2.82782,134.198,93.9904,0.610986
2.85285,133.338,95.4983,0.621524
2.87787,133.328,95.6037,0.622081
2.9029,134.366,94.2342,0.611616
2.92793,135.623,91.7006,0.594536
2.95295,138.271,87.7415,0.565445
2.97797,141.232,82.631,0.529371
3.003,144.607,76.1375,0.484633
3.02802,148.118,68.6424,0.433967
3.05305,151.282,60.1828,0.378623
3.07808,154.555,50.744,0.317235
3.1031,157.244,40.9368,0.254685
3.12812,159.162,30.7832,0.191049
3.15315,160.699,20.5333,0.127086
3.17817,161.621,10.5709,0.0653123
3.2032,161.725,1.4316,0.00885184
3.22823,161.591,-7.44531,-0.0460425
3.25325,161.213,-15.4168,-0.09534
3.27827,160.337,-22.2836,-0.138095
3.3033,159.341,-28.3402,-0.176018
3.32832,158.363,-33.1657,-0.206445
3.35335,157.46,-37.2,-0.231996
3.37838,157.001,-40.3348,-0.251471
3.4034,156.316,-42.2865,-0.264196
3.42842,156.09,-43.4985,-0.271781
3.45345,156.105,-43.9004,-0.274142
3.47847,156.058,-43.4221,-0.271379
3.5035,156.12,-42.1249,-0.263548
3.52853,156.938,-39.8901,-0.248907
3.55355,157.378,-36.5728,-0.228336
3.57857,158.246,-32.6244,-0.203315
3.6036,159.382,-28.2682,-0.175536
3.62862,160.151,-23.316,-0.144572
3.65365,160.398,-17.5239,-0.108821
3.67868,161.232,-11.9713,-0.0741128
3.7037,161.449,-6.3044,-0.0390291
3.72872,161.252,-0.598222,-0.00370984
3.75375,161.772,4.74711,0.029336
3.77877,161.616,9.61482,0.0594218
3.8038,161.404,13.9533,0.0862353
3.82883,160.862,17.9152,0.110913
3.85385,160.696,21.1794,0.131043
3.87887,160.384,23.9851,0.148448
3.9039,160.145,26.6344,0.164806
3.92893,159.71,28.9044,0.179043
3.95395,159.174,31.6703,0.196402
3.97898,158.62,34.3786,0.213435
4.004,157.998,37.311,0.2319
4.02902,157.133,40.4227,0.251792
4.05405,156.706,43.5213,0.2709
4.07907,155.976,46.637,0.290541
4.1041,154.959,49.6369,0.309995
4.12913,153.959,52.5664,0.329021
4.15415,153.056,54.8592,0.344161
4.17917,152.296,56.7897,0.35692
4.2042,151.888,58.3604,0.36684
4.22922,151.863,58.9367,0.370198
4.25425,151.908,59.0014,0.370469
4.27928,151.944,58.7584,0.368999
4.3043,152.067,57.9526,0.364107
4.32932,152.505,56.6704,0.355784
4.35435,153.143,54.9463,0.344486
4.37937,153.925,52.7674,0.330258
4.4044,154.806,50.5721,0.315751
4.42943,155.435,48.0453,0.299788
4.45445,156.121,45.365,0.282789
4.47947,156.83,42.5605,0.264997
4.5045,157.713,39.5072,0.245451
4.52952,158.581,35.7686,0.221842
4.55455,159.503,31.7237,0.196329
4.57958,160.243,27.4289,0.169528
4.6046,160.774,21.9578,0.135735
4.62962,161.324,16.4401,0.101557
4.65465,161.874,9.8663,0.0608752
4.67967,162.165,3.03382,0.0187061
4.7047,162.259,-4.31701,-0.0265995
