0.000, 208.25222                                            
0.346, 207.77067                                            
0.692, 207.77067                                            
1.038, 207.44963                                            
1.384, 206.96808                                            
1.730, 207.12860                                            
2.076, 206.80756                                            
2.422, 206.64705                                            
2.768, 206.32601                                            
3.114, 206.16549                                            
3.460, 206.16549                                            
3.806, 206.16549                                            
4.152, 205.68394                                            
4.498, 205.20239                                            
4.844, 205.20239                                            
5.190, 205.04187                                            
5.536, 204.72083                                            
5.882, 204.56032                                            
6.228, 204.39980                                            
6.574, 204.39980                                            
6.920, 203.91825                                            
7.266, 204.07876                                            
7.612, 203.43669                                            
7.958, 203.59721                                            
8.304, 203.27617                                            
8.651, 203.11566                                            
8.997, 203.11566                                            
9.343, 202.63410                                            
9.689, 202.47359                                            
10.035, 202.31307                                           
10.381, 201.99203                                           
10.727, 201.83152                                           
11.073, 201.83152                                           
11.419, 201.34996                                           
11.765, 201.51048                                           
12.111, 201.02893                                           
12.457, 200.70789                                           
12.803, 200.22634                                           
13.149, 200.38686                                           
13.495, 200.22634                                           
13.841, 199.90530                                           
14.187, 199.42375                                           
14.533, 199.26323                                           
14.879, 199.26323                                           
15.225, 198.94220                                           
15.571, 198.62116                                           
15.917, 198.30013                                           
16.263, 198.62116                                           
16.609, 198.13961                                           
16.955, 197.97909                                           
17.301, 197.49754                                           
17.647, 197.81857                                           
17.993, 197.49754                                           
18.339, 197.01598                                           
18.685, 196.69495                                           
19.031, 196.85547                                           
19.377, 196.53443                                           
19.723, 196.05288                                           
20.069, 195.89236                                           
20.415, 195.89236                                           
20.761, 195.73184                                           
21.107, 195.08977                                           
21.453, 195.08977                                           
21.799, 194.92925                                           
22.145, 194.76874                                           
22.491, 194.60822                                           
22.837, 194.12667                                           
23.183, 194.12667                                           
23.529, 193.64511                                           
23.875, 193.80563                                           
24.221, 193.16356                                           
24.567, 193.00304                                           
24.913, 193.00304                                           
25.260, 192.68201                                           
25.606, 192.03994                                           
25.952, 192.03994                                           
26.298, 191.87942                                           
26.644, 191.71890                                           
26.990, 191.07683                                           
27.336, 191.07683                                           
27.682, 190.91631                                           
28.028, 190.75579                                           
28.374, 190.43476                                           
28.720, 190.27424                                           
29.066, 189.95321                                           
29.412, 189.79269                                           
29.758, 189.47165                                           
30.104, 189.31113                                           
30.450, 189.15062                                           
30.796, 188.82958                                           
31.142, 188.02699                                           
31.488, 188.18751                                           
31.834, 188.18751                                           
32.180, 187.86647                                           
32.526, 187.54544                                           
32.872, 187.06389                                           
33.218, 186.90337                                           
33.564, 186.74285                                           
33.910, 186.42182                                           
34.256, 185.94026                                           
34.602, 185.94026                                           
34.948, 185.94026                                           
35.294, 185.45871                                           
35.640, 184.97716                                           
35.986, 184.81664                                           
36.332, 184.49560                                           
36.678, 184.49560                                           
37.024, 184.49560                                           
37.370, 184.33509                                           
37.716, 184.33509                                           
38.062, 184.17457                                           
38.408, 183.85353                                           
38.754, 183.85353                                           
39.100, 183.69301                                           
39.446, 183.21146                                           
39.792, 183.05094                                           
40.138, 182.72991                                           
40.484, 182.40887                                           
40.830, 182.24836                                           
41.176, 181.92732                                           
41.522, 181.76680                                           
41.869, 181.60628                                           
42.215, 181.28525                                           
42.561, 180.80370                                           
42.907, 180.96421                                           
43.253, 180.80370                                           
43.599, 180.64318                                           
43.945, 180.16163                                           
44.291, 179.84059                                           
44.637, 179.84059                                           
44.983, 179.51955                                           
45.329, 179.19852                                           
45.675, 179.03800                                           
46.021, 178.87748                                           
46.367, 178.55645                                           
46.713, 178.39593                                           
47.059, 178.39593                                           
47.405, 177.75386                                           
47.751, 177.43282                                           
48.097, 177.11179                                           
48.443, 176.95127                                           
48.789, 176.79075                                           
49.135, 176.63024                                           
49.481, 176.30920                                           
49.827, 176.14868                                           
50.173, 175.98816                                           
50.519, 175.66713                                           
50.865, 175.18558                                           
51.211, 174.86454                                           
51.557, 174.86454                                           
51.903, 174.70402                                           
52.249, 174.38299                                           
52.595, 174.06195                                           
52.941, 174.06195                                           
53.287, 173.58040                                           
53.633, 173.25936                                           
53.979, 173.09885                                           
54.325, 172.61729                                           
54.671, 172.29626                                           
55.017, 172.13574                                           
55.363, 171.81470                                           
55.709, 171.49367                                           
56.055, 171.01212                                           
56.401, 170.69108                                           
56.747, 170.20953                                           
57.093, 170.04901                                           
57.439, 169.88849                                           
57.785, 169.40694                                           
58.131, 169.24642                                           
58.478, 168.92539                                           
58.824, 168.76487                                           
59.170, 168.60435                                           
59.516, 168.28332                                           
59.862, 167.64124                                           
60.208, 167.32021                                           
60.554, 167.32021                                           
60.900, 166.99917                                           
61.246, 166.83866                                           
61.592, 166.67814                                           
61.938, 166.35710                                           
62.284, 166.19658                                           
62.630, 165.87555                                           
62.976, 165.55451                                           
63.322, 165.23348                                           
63.668, 165.07296                                           
64.014, 164.59141                                           
64.360, 164.43089                                           
64.706, 164.10985                                           
65.052, 163.94934                                           
65.398, 163.46778                                           
65.744, 163.30727                                           
66.090, 163.30727                                           
66.436, 162.66520                                           
66.782, 162.34416                                           
67.128, 161.86261                                           
67.474, 161.54157                                           
67.820, 160.89950                                           
68.166, 160.41795                                           
68.512, 160.09691                                           
68.858, 160.09691                                           
69.204, 159.77588                                           
69.550, 159.61536                                           
69.896, 159.29432                                           
70.242, 158.97329                                           
70.588, 158.97329                                           
70.934, 158.65225                                           
71.280, 158.33122                                           
71.626, 158.49174                                           
71.972, 158.17070                                           
72.318, 157.84966                                           
72.664, 157.20759                                           
73.010, 157.20759                                           
73.356, 157.20759                                           
73.702, 156.08397                                           
74.048, 156.24449                                           
74.394, 156.40500                                           
74.740, 156.08397                                           
75.087, 155.76293                                           
75.433, 155.28138                                           
75.779, 155.12086                                           
76.125, 154.96035                                           
76.471, 154.63931                                           
76.817, 154.15776                                           
77.163, 154.15776                                           
77.509, 153.99724                                           
77.855, 153.67620                                           
78.201, 153.51569                                           
78.547, 153.19465                                           
78.893, 153.03413                                           
79.239, 152.71310                                           
79.585, 152.23154                                           
79.931, 152.07103                                           
80.277, 152.07103                                           
80.623, 151.58947                                           
80.969, 151.74999                                           
81.315, 150.94740                                           
81.661, 150.94740                                           
82.007, 150.62637                                           
82.353, 150.30533                                           
82.699, 150.14481                                           
83.045, 149.82378                                           
83.391, 149.66326                                           
83.737, 149.34223                                           
84.083, 149.02119                                           
84.429, 148.70016                                           
84.775, 148.53964                                           
85.121, 148.21860                                           
85.467, 148.05808                                           
85.813, 147.73705                                           
86.159, 147.73705                                           
86.505, 147.25550                                           
86.851, 147.09498                                           
87.197, 146.61342                                           
87.543, 146.77394                                           
87.889, 146.45291                                           
88.235, 146.29239                                           
88.581, 146.29239                                           
